,screen_name,username,user_id,tweet_id,tweet_url,timestamp,timestamp_epochs,text,text_html,links,hashtags,has_media,img_urls,video_url,likes,retweets,replies,is_replied,is_reply_to,parent_tweet_id,reply_to_users
0,jimmyfallon,jimmy fallon,15485441,1108780905903149061,/jimmyfallon/status/1108780905903149061,2019-03-21 17:22:22,1553188942,What a team you’ve got? Loved them. Crush it on Saturday. CRUSH!!https://twitter.com/Coachgaitley/status/1108778692946333698 …,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">What a team you’ve got? Loved them. Crush it on Saturday. CRUSH!!<a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/Coachgaitley/status/1108778692946333698"" dir=""ltr"" href=""https://t.co/YVBl8IBsqW"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/Coachgaitley/status/1108778692946333698""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/Coachgaitley/s</span><span class=""invisible"">tatus/1108778692946333698</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",['https://twitter.com/Coachgaitley/status/1108778692946333698'],[],False,[],,1413,112,35,True,False,,[]
1,jimmyfallon,jimmy fallon,15485441,1108390399364812800,/jimmyfallon/status/1108390399364812800,2019-03-20 15:30:38,1553095838,"Great performance last night from @findingfletcher. It was her TV debut AND her birthday! She crushed it!! 
https://youtu.be/WtlNmC6ciII  #FallonTonight","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Great performance last night from <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""352764997"" dir=""ltr"" href=""/findingfletcher""><s>@</s><b>findingfletcher</b></a>. It was her TV debut AND her birthday! She crushed it!! 
<a class=""twitter-timeline-link"" data-expanded-url=""https://youtu.be/WtlNmC6ciII"" dir=""ltr"" href=""https://t.co/TQ02Gs5K2B"" rel=""nofollow noopener"" target=""_blank"" title=""https://youtu.be/WtlNmC6ciII""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">youtu.be/WtlNmC6ciII</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/FallonTonight?src=hash""><s>#</s><b>FallonTonight</b></a></p>",['https://youtu.be/WtlNmC6ciII'],['FallonTonight'],False,[],,1727,188,39,True,False,,[]
2,jimmyfallon,jimmy fallon,15485441,1108367192419155969,/jimmyfallon/status/1108367192419155969,2019-03-20 13:58:25,1553090305,"Tonight on the show: @armiehammer is here, @AJemaineClement stops by, and a performance from @ScHoolboyQ! #FallonTonight","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Tonight on the show: <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""200889851"" dir=""ltr"" href=""/armiehammer""><s>@</s><b>armiehammer</b></a> is here, <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""23578176"" dir=""ltr"" href=""/AJemaineClement""><s>@</s><b>AJemaineClement</b></a> stops by, and a performance from <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""22736017"" dir=""ltr"" href=""/ScHoolboyQ""><s>@</s><b>ScHoolboyQ</b></a>! <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/FallonTonight?src=hash""><s>#</s><b>FallonTonight</b></a></p>",[],['FallonTonight'],False,[],,929,107,45,True,False,,[]
3,jimmyfallon,jimmy fallon,15485441,1108158944248299522,/jimmyfallon/status/1108158944248299522,2019-03-20 00:10:55,1553040655,"Tonight!! @kobebryant, Aidy Bryant, @nataliemorales and a performance from @findingfletcher! #FallonTonight","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Tonight!! <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1059194370"" dir=""ltr"" href=""/kobebryant""><s>@</s><b>kobebryant</b></a>, Aidy Bryant, <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""23405114"" dir=""ltr"" href=""/nataliemorales""><s>@</s><b>nataliemorales</b></a> and a performance from <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""352764997"" dir=""ltr"" href=""/findingfletcher""><s>@</s><b>findingfletcher</b></a>! <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/FallonTonight?src=hash""><s>#</s><b>FallonTonight</b></a></p>",[],['FallonTonight'],False,[],,1240,96,50,True,False,,[]
4,jimmyfallon,jimmy fallon,15485441,1108010438963482624,/jimmyfallon/status/1108010438963482624,2019-03-19 14:20:49,1553005249,"I tried to throw the
Ping pong ball in the cup, but
I missed. Now I drink.

#SpringBreakHaiku","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">I tried to throw the
Ping pong ball in the cup, but
I missed. Now I drink.

<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/SpringBreakHaiku?src=hash""><s>#</s><b>SpringBreakHaiku</b></a></p>",[],['SpringBreakHaiku'],False,[],,4822,349,150,True,False,,[]
5,jimmyfallon,jimmy fallon,15485441,1108010048511459328,/jimmyfallon/status/1108010048511459328,2019-03-19 14:19:16,1553005156,It’s Hashtags time! Tag a tweet with #SpringBreakHaiku and then write a funny or weird haiku poem about spring break. Could be on the show!,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">It’s Hashtags time! Tag a tweet with <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/SpringBreakHaiku?src=hash""><s>#</s><b>SpringBreakHaiku</b></a> and then write a funny or weird haiku poem about spring break. Could be on the show!</p>",[],['SpringBreakHaiku'],False,[],,1607,125,459,True,False,,[]
6,jimmyfallon,jimmy fallon,15485441,1107780782230249472,/jimmyfallon/status/1107780782230249472,2019-03-18 23:08:14,1552950494,"Great show tonight: @JordanPeele, Malcolm @Gladwell, @MarlonDuToit, and music from @sharonvanetten! Plus, highlights from the first-ever Tonight Show @NCAA Mascot 3-Point & Slam Dunk Contests! #MarchMadness #FallonTonight","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Great show tonight: <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""63302020"" dir=""ltr"" href=""/JordanPeele""><s>@</s><b>JordanPeele</b></a>, Malcolm <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""17889970"" dir=""ltr"" href=""/Gladwell""><s>@</s><b>Gladwell</b></a>, <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""48654431"" dir=""ltr"" href=""/MarlonDuToit""><s>@</s><b>MarlonDuToit</b></a>, and music from <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""22184631"" dir=""ltr"" href=""/sharonvanetten""><s>@</s><b>sharonvanetten</b></a>! Plus, highlights from the first-ever Tonight Show <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""31122496"" dir=""ltr"" href=""/NCAA""><s>@</s><b>NCAA</b></a> Mascot 3-Point &amp; Slam Dunk Contests! <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/MarchMadness?src=hash""><s>#</s><b>MarchMadness</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/FallonTonight?src=hash""><s>#</s><b>FallonTonight</b></a></p>",[],"['MarchMadness', 'FallonTonight']",False,[],,1091,86,102,True,False,,[]
7,jimmyfallon,jimmy fallon,15485441,1106209570337239047,/jimmyfallon/status/1106209570337239047,2019-03-14 15:04:48,1552575888,"Doing something fun with @TMobile! Share a screenshot of your most awkward text exchanges like your travel or vacation fails, funny group chats, or awkward break-up texts and tag it with #MyAwkwardTexts! Could be featured!!","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Doing something fun with <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""17338082"" dir=""ltr"" href=""/TMobile""><s>@</s><b>TMobile</b></a>! Share a screenshot of your most awkward text exchanges like your travel or vacation fails, funny group chats, or awkward break-up texts and tag it with <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/MyAwkwardTexts?src=hash""><s>#</s><b>MyAwkwardTexts</b></a>! Could be featured!!</p>",[],['MyAwkwardTexts'],False,[],,5532,397,728,True,False,,[]
8,jimmyfallon,jimmy fallon,15485441,1106206921571401729,/jimmyfallon/status/1106206921571401729,2019-03-14 14:54:17,1552575257,"Tonight on the show! Oscar Isaac, Lilly Singh (@IISuperwomanII), and stand up from @jimmycarr! #FallonTonight","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Tonight on the show! Oscar Isaac, Lilly Singh (@IISuperwomanII), and stand up from <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""17020962"" dir=""ltr"" href=""/jimmycarr""><s>@</s><b>jimmycarr</b></a>! <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/FallonTonight?src=hash""><s>#</s><b>FallonTonight</b></a></p>",[],['FallonTonight'],False,[],,3169,267,94,True,False,,[]
9,jimmyfallon,jimmy fallon,15485441,1106184490500661248,/jimmyfallon/status/1106184490500661248,2019-03-14 13:25:09,1552569909,I try to get #AvengersEndgame spoilers out of @MarkRuffalo with a lie detector https://youtu.be/94PjbMWtLuc  #FallonTonight,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">I try to get <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/AvengersEndgame?src=hash""><s>#</s><b>AvengersEndgame</b></a> spoilers out of <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""47285504"" dir=""ltr"" href=""/MarkRuffalo""><s>@</s><b>MarkRuffalo</b></a> with a lie detector <a class=""twitter-timeline-link"" data-expanded-url=""https://youtu.be/94PjbMWtLuc"" dir=""ltr"" href=""https://t.co/RPHW3VwMna"" rel=""nofollow noopener"" target=""_blank"" title=""https://youtu.be/94PjbMWtLuc""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">youtu.be/94PjbMWtLuc</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/FallonTonight?src=hash""><s>#</s><b>FallonTonight</b></a></p>",['https://youtu.be/94PjbMWtLuc'],"['AvengersEndgame', 'FallonTonight']",False,[],,5225,602,108,True,False,,[]
